dice_Necrotic Core,iou_Necrotic Core,hausdorff_Necrotic Core,dice_Oedema,iou_Oedema,hausdorff_Oedema,dice_Enhancing,iou_Enhancing,hausdorff_Enhancing,mean_dice,mean_iou
0.8015275272166243,0.7619371098405742,10.420549846653048,0.7661819014892592,0.6920378524047236,22.113687275649763,0.7315241424117239,0.6407126891872006,20.11047944107535,0.7664111903725358,0.6982292171441662
